item_a,item_b,department_a,department_b,basket_count,pair_basket_count,support,confidence_a_to_b,confidence_b_to_a,lift,category_affinity,anchor_item,recommended_item,recommendation_confidence,cross_sell_opportunity
FD WRAPS/BAGS/TRSH BG,PAPER TOWELS,GROCERY,GROCERY,191561,1923,0.010039,0.182068,0.197271,3.577871,FD WRAPS/BAGS/TRSH BG + PAPER TOWELS,PAPER TOWELS,FD WRAPS/BAGS/TRSH BG,0.197271,Recommend FD WRAPS/BAGS/TRSH BG to baskets containing PAPER TOWELS
FROZEN BREAD/DOUGH,FROZEN MEAT,GROCERY,MEAT-PCKGD,191561,990,0.005168,0.145932,0.126534,3.572956,FROZEN BREAD/DOUGH + FROZEN MEAT,FROZEN BREAD/DOUGH,FROZEN MEAT,0.145932,Recommend FROZEN MEAT to baskets containing FROZEN BREAD/DOUGH
VEGETABLES - ALL OTHERS,VEGETABLES SALAD,PRODUCE,PRODUCE,191561,3087,0.016115,0.1942,0.295463,3.560596,VEGETABLES - ALL OTHERS + VEGETABLES SALAD,VEGETABLES SALAD,VEGETABLES - ALL OTHERS,0.295463,Recommend VEGETABLES - ALL OTHERS to baskets containing VEGETABLES SALAD
FROZEN MEAT,PASTA SAUCE,MEAT-PCKGD,GROCERY,191561,1629,0.008504,0.208206,0.14533,3.558217,FROZEN MEAT + PASTA SAUCE,FROZEN MEAT,PASTA SAUCE,0.208206,Recommend PASTA SAUCE to baskets containing FROZEN MEAT
ONIONS,POTATOES,PRODUCE,PRODUCE,191561,4148,0.021654,0.273813,0.281258,3.556549,ONIONS + POTATOES,POTATOES,ONIONS,0.281258,Recommend ONIONS to baskets containing POTATOES
DINNER MXS:DRY,PWDR/CRYSTL DRNK MX,GROCERY,GROCERY,191561,1169,0.006102,0.091917,0.234362,3.530013,DINNER MXS:DRY + PWDR/CRYSTL DRNK MX,PWDR/CRYSTL DRNK MX,DINNER MXS:DRY,0.234362,Recommend DINNER MXS:DRY to baskets containing PWDR/CRYSTL DRNK MX
APPLES,GRAPES,PRODUCE,PRODUCE,191561,2300,0.012007,0.180237,0.23515,3.529937,APPLES + GRAPES,GRAPES,APPLES,0.23515,Recommend APPLES to baskets containing GRAPES
DRY BN/VEG/POTATO/RICE,PASTA SAUCE,GROCERY,GROCERY,191561,2607,0.013609,0.205437,0.232581,3.51091,DRY BN/VEG/POTATO/RICE + PASTA SAUCE,PASTA SAUCE,DRY BN/VEG/POTATO/RICE,0.232581,Recommend DRY BN/VEG/POTATO/RICE to baskets containing PASTA SAUCE
TOMATOES,VEGETABLES - ALL OTHERS,PRODUCE,PRODUCE,191561,4334,0.022625,0.290853,0.272647,3.505038,TOMATOES + VEGETABLES - ALL OTHERS,TOMATOES,VEGETABLES - ALL OTHERS,0.290853,Recommend VEGETABLES - ALL OTHERS to baskets containing TOMATOES
DRY BN/VEG/POTATO/RICE,SEAFOOD - SHELF STABLE,GROCERY,GROCERY,191561,1733,0.009047,0.136564,0.230268,3.476,DRY BN/VEG/POTATO/RICE + SEAFOOD - SHELF STABLE,SEAFOOD - SHELF STABLE,DRY BN/VEG/POTATO/RICE,0.230268,Recommend DRY BN/VEG/POTATO/RICE to baskets containing SEAFOOD - SHELF STABLE
CHICKEN/POULTRY,SALADS/DIPS,DELI,DELI,191561,547,0.002855,0.104509,0.094883,3.472653,CHICKEN/POULTRY + SALADS/DIPS,CHICKEN/POULTRY,SALADS/DIPS,0.104509,Recommend SALADS/DIPS to baskets containing CHICKEN/POULTRY
FROZEN BREAD/DOUGH,FRZN POTATOES,GROCERY,GROCERY,191561,956,0.004991,0.14092,0.1228,3.467532,FROZEN BREAD/DOUGH + FRZN POTATOES,FROZEN BREAD/DOUGH,FRZN POTATOES,0.14092,Recommend FRZN POTATOES to baskets containing FROZEN BREAD/DOUGH
BREAD,MUSHROOMS,PASTRY,PRODUCE,191561,638,0.003331,0.082943,0.139089,3.463855,BREAD + MUSHROOMS,MUSHROOMS,BREAD,0.139089,Recommend BREAD to baskets containing MUSHROOMS
BATH TISSUES,LAUNDRY DETERGENTS,GROCERY,GROCERY,191561,1809,0.009443,0.140385,0.232968,3.463268,BATH TISSUES + LAUNDRY DETERGENTS,LAUNDRY DETERGENTS,BATH TISSUES,0.232968,Recommend BATH TISSUES to baskets containing LAUNDRY DETERGENTS
DRY NOODLES/PASTA,DRY SAUCES/GRAVY,GROCERY,GROCERY,191561,1495,0.007804,0.111095,0.243169,3.461515,DRY NOODLES/PASTA + DRY SAUCES/GRAVY,DRY SAUCES/GRAVY,DRY NOODLES/PASTA,0.243169,Recommend DRY NOODLES/PASTA to baskets containing DRY SAUCES/GRAVY
ONIONS,TOMATOES,PRODUCE,PRODUCE,191561,4076,0.021278,0.269061,0.273539,3.458931,ONIONS + TOMATOES,TOMATOES,ONIONS,0.273539,Recommend ONIONS to baskets containing TOMATOES
CARROTS,ONIONS,PRODUCE,PRODUCE,191561,2207,0.011521,0.273245,0.145686,3.455217,CARROTS + ONIONS,CARROTS,ONIONS,0.273245,Recommend ONIONS to baskets containing CARROTS
FROZEN MEAT,FRZN BREAKFAST FOODS,MEAT-PCKGD,GROCERY,191561,979,0.005111,0.125128,0.141046,3.453337,FROZEN MEAT + FRZN BREAKFAST FOODS,FRZN BREAKFAST FOODS,FROZEN MEAT,0.141046,Recommend FROZEN MEAT to baskets containing FRZN BREAKFAST FOODS
PEPPERS-ALL,VEGETABLES SALAD,PRODUCE,PRODUCE,191561,1499,0.007825,0.188317,0.143472,3.452729,PEPPERS-ALL + VEGETABLES SALAD,PEPPERS-ALL,VEGETABLES SALAD,0.188317,Recommend VEGETABLES SALAD to baskets containing PEPPERS-ALL
DISHWASH DETERGENTS,FACIAL TISS/DNR NAPKIN,GROCERY,GROCERY,191561,691,0.003607,0.117958,0.105271,3.442447,DISHWASH DETERGENTS + FACIAL TISS/DNR NAPKIN,DISHWASH DETERGENTS,FACIAL TISS/DNR NAPKIN,0.117958,Recommend FACIAL TISS/DNR NAPKIN to baskets containing DISHWASH DETERGENTS
MUSHROOMS,TOMATOES,PRODUCE,PRODUCE,191561,1228,0.00641,0.267713,0.082411,3.441607,MUSHROOMS + TOMATOES,MUSHROOMS,TOMATOES,0.267713,Recommend TOMATOES to baskets containing MUSHROOMS
BAKING MIXES,SUGARS/SWEETNERS,GROCERY,GROCERY,191561,1885,0.00984,0.175561,0.192819,3.440126,BAKING MIXES + SUGARS/SWEETNERS,SUGARS/SWEETNERS,BAKING MIXES,0.192819,Recommend BAKING MIXES to baskets containing SUGARS/SWEETNERS
CHICKEN,PORK,MEAT,MEAT,191561,3106,0.016214,0.213588,0.260418,3.430467,CHICKEN + PORK,PORK,CHICKEN,0.260418,Recommend CHICKEN to baskets containing PORK
DRY BN/VEG/POTATO/RICE,VEGETABLES - SHELF STABLE,GROCERY,GROCERY,191561,4955,0.025866,0.390465,0.227158,3.429049,DRY BN/VEG/POTATO/RICE + VEGETABLES - SHELF STABLE,DRY BN/VEG/POTATO/RICE,VEGETABLES - SHELF STABLE,0.390465,Recommend VEGETABLES - SHELF STABLE to baskets containing DRY BN/VEG/POTATO/RICE
APPLES,CARROTS,PRODUCE,PRODUCE,191561,1842,0.009616,0.144346,0.228055,3.423434,APPLES + CARROTS,CARROTS,APPLES,0.228055,Recommend APPLES to baskets containing CARROTS
BREAD,ORGANICS FRUIT & VEGETABLES,PASTRY,PRODUCE,191561,707,0.003691,0.091914,0.137388,3.421507,BREAD + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,BREAD,0.137388,Recommend BREAD to baskets containing ORGANICS FRUIT & VEGETABLES
CARROTS,POTATOES,PRODUCE,PRODUCE,191561,2122,0.011077,0.262721,0.143884,3.412473,CARROTS + POTATOES,CARROTS,POTATOES,0.262721,Recommend POTATOES to baskets containing CARROTS
DINNER MXS:DRY,FRUIT - SHELF STABLE,GROCERY,GROCERY,191561,2870,0.014982,0.225664,0.226055,3.404891,DINNER MXS:DRY + FRUIT - SHELF STABLE,FRUIT - SHELF STABLE,DINNER MXS:DRY,0.226055,Recommend DINNER MXS:DRY to baskets containing FRUIT - SHELF STABLE
DRY NOODLES/PASTA,VEGETABLES - SHELF STABLE,GROCERY,GROCERY,191561,5213,0.027213,0.387382,0.238986,3.401975,DRY NOODLES/PASTA + VEGETABLES - SHELF STABLE,DRY NOODLES/PASTA,VEGETABLES - SHELF STABLE,0.387382,Recommend VEGETABLES - SHELF STABLE to baskets containing DRY NOODLES/PASTA
DINNER MXS:DRY,FROZEN MEAT,GROCERY,MEAT-PCKGD,191561,1767,0.009224,0.138937,0.225844,3.4017,DINNER MXS:DRY + FROZEN MEAT,FROZEN MEAT,DINNER MXS:DRY,0.225844,Recommend DINNER MXS:DRY to baskets containing FROZEN MEAT
CONVENIENT BRKFST/WHLSM SNACKS,HOT CEREAL,GROCERY,GROCERY,191561,1265,0.006604,0.094941,0.236581,3.401362,CONVENIENT BRKFST/WHLSM SNACKS + HOT CEREAL,HOT CEREAL,CONVENIENT BRKFST/WHLSM SNACKS,0.236581,Recommend CONVENIENT BRKFST/WHLSM SNACKS to baskets containing HOT CEREAL
CHEESES,SALADS/DIPS,DELI,DELI,191561,1126,0.005878,0.102234,0.195317,3.397043,CHEESES + SALADS/DIPS,SALADS/DIPS,CHEESES,0.195317,Recommend CHEESES to baskets containing SALADS/DIPS
DISHWASH DETERGENTS,FD WRAPS/BAGS/TRSH BG,GROCERY,GROCERY,191561,1097,0.005727,0.187265,0.103863,3.396395,DISHWASH DETERGENTS + FD WRAPS/BAGS/TRSH BG,DISHWASH DETERGENTS,FD WRAPS/BAGS/TRSH BG,0.187265,Recommend FD WRAPS/BAGS/TRSH BG to baskets containing DISHWASH DETERGENTS
BEANS - CANNED GLASS & MW,DRY BN/VEG/POTATO/RICE,GROCERY,GROCERY,191561,2043,0.010665,0.224827,0.160993,3.393855,BEANS - CANNED GLASS & MW + DRY BN/VEG/POTATO/RICE,BEANS - CANNED GLASS & MW,DRY BN/VEG/POTATO/RICE,0.224827,Recommend DRY BN/VEG/POTATO/RICE to baskets containing BEANS - CANNED GLASS & MW
FRUIT - SHELF STABLE,VEGETABLES - SHELF STABLE,GROCERY,GROCERY,191561,4903,0.025595,0.386185,0.224774,3.39146,FRUIT - SHELF STABLE + VEGETABLES - SHELF STABLE,FRUIT - SHELF STABLE,VEGETABLES - SHELF STABLE,0.386185,Recommend VEGETABLES - SHELF STABLE to baskets containing FRUIT - SHELF STABLE
ORGANICS FRUIT & VEGETABLES,TOMATOES,PRODUCE,PRODUCE,191561,1349,0.007042,0.262145,0.090531,3.370031,ORGANICS FRUIT & VEGETABLES + TOMATOES,ORGANICS FRUIT & VEGETABLES,TOMATOES,0.262145,Recommend TOMATOES to baskets containing ORGANICS FRUIT & VEGETABLES
BUTTER,MUSHROOMS,GROCERY,PRODUCE,191561,387,0.00202,0.080675,0.084369,3.369144,BUTTER + MUSHROOMS,MUSHROOMS,BUTTER,0.084369,Recommend BUTTER to baskets containing MUSHROOMS
BAKING NEEDS,SPICES & EXTRACTS,GROCERY,GROCERY,191561,1574,0.008217,0.159118,0.173597,3.36174,BAKING NEEDS + SPICES & EXTRACTS,SPICES & EXTRACTS,BAKING NEEDS,0.173597,Recommend BAKING NEEDS to baskets containing SPICES & EXTRACTS
SNACK NUTS,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,483,0.002521,0.108272,0.078219,3.358807,SNACK NUTS + WAREHOUSE SNACKS,SNACK NUTS,WAREHOUSE SNACKS,0.108272,Recommend WAREHOUSE SNACKS to baskets containing SNACK NUTS
PAPER TOWELS,SOAP - LIQUID & BAR,GROCERY,DRUG GM,191561,937,0.004891,0.096122,0.170861,3.357637,PAPER TOWELS + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,PAPER TOWELS,0.170861,Recommend PAPER TOWELS to baskets containing SOAP - LIQUID & BAR
BAKING NEEDS,SHORTENING/OIL,GROCERY,GROCERY,191561,1361,0.007105,0.137586,0.173376,3.357465,BAKING NEEDS + SHORTENING/OIL,SHORTENING/OIL,BAKING NEEDS,0.173376,Recommend BAKING NEEDS to baskets containing SHORTENING/OIL
DRY MIX DESSERTS,SUGARS/SWEETNERS,GROCERY,GROCERY,191561,882,0.004604,0.170997,0.090221,3.350682,DRY MIX DESSERTS + SUGARS/SWEETNERS,DRY MIX DESSERTS,SUGARS/SWEETNERS,0.170997,Recommend SUGARS/SWEETNERS to baskets containing DRY MIX DESSERTS
CITRUS,PEPPERS-ALL,PRODUCE,PRODUCE,191561,1360,0.0071,0.139159,0.170854,3.348922,CITRUS + PEPPERS-ALL,PEPPERS-ALL,CITRUS,0.170854,Recommend CITRUS to baskets containing PEPPERS-ALL
DINNER MXS:DRY,FROZEN BREAD/DOUGH,GROCERY,GROCERY,191561,1507,0.007867,0.118493,0.22214,3.345921,DINNER MXS:DRY + FROZEN BREAD/DOUGH,FROZEN BREAD/DOUGH,DINNER MXS:DRY,0.22214,Recommend DINNER MXS:DRY to baskets containing FROZEN BREAD/DOUGH
ORGANICS FRUIT & VEGETABLES,STONE FRUIT,PRODUCE,PRODUCE,191561,479,0.002501,0.093082,0.089717,3.339742,ORGANICS FRUIT & VEGETABLES + STONE FRUIT,ORGANICS FRUIT & VEGETABLES,STONE FRUIT,0.093082,Recommend STONE FRUIT to baskets containing ORGANICS FRUIT & VEGETABLES
 ,COUPON/MISC ITEMS, ,KIOSK-GAS,191561,570,0.002976,0.084245,0.117817,3.335678,  + COUPON/MISC ITEMS,COUPON/MISC ITEMS, ,0.117817,Recommend   to baskets containing COUPON/MISC ITEMS
CONVENIENT BRKFST/WHLSM SNACKS,FRZN BREAKFAST FOODS,GROCERY,GROCERY,191561,1610,0.008405,0.120835,0.231955,3.33485,CONVENIENT BRKFST/WHLSM SNACKS + FRZN BREAKFAST FOODS,FRZN BREAKFAST FOODS,CONVENIENT BRKFST/WHLSM SNACKS,0.231955,Recommend CONVENIENT BRKFST/WHLSM SNACKS to baskets containing FRZN BREAKFAST FOODS
ONIONS,ORGANICS FRUIT & VEGETABLES,PRODUCE,PRODUCE,191561,1352,0.007058,0.089247,0.262728,3.322233,ONIONS + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,ONIONS,0.262728,Recommend ONIONS to baskets containing ORGANICS FRUIT & VEGETABLES
GRAPES,VALUE ADDED FRUIT,PRODUCE,PRODUCE,191561,955,0.004985,0.097638,0.169386,3.317433,GRAPES + VALUE ADDED FRUIT,VALUE ADDED FRUIT,GRAPES,0.169386,Recommend GRAPES to baskets containing VALUE ADDED FRUIT
FROZEN MEAT,MEAT - SHELF STABLE,MEAT-PCKGD,GROCERY,191561,1785,0.009318,0.228144,0.135474,3.316904,FROZEN MEAT + MEAT - SHELF STABLE,FROZEN MEAT,MEAT - SHELF STABLE,0.228144,Recommend MEAT - SHELF STABLE to baskets containing FROZEN MEAT
FROZEN MEAT,MEAT - MISC,MEAT-PCKGD,MEAT-PCKGD,191561,1093,0.005706,0.139698,0.135289,3.312385,FROZEN MEAT + MEAT - MISC,FROZEN MEAT,MEAT - MISC,0.139698,Recommend MEAT - MISC to baskets containing FROZEN MEAT
MEAT - MISC,PWDR/CRYSTL DRNK MX,MEAT-PCKGD,GROCERY,191561,696,0.003633,0.086149,0.139535,3.308509,MEAT - MISC + PWDR/CRYSTL DRNK MX,PWDR/CRYSTL DRNK MX,MEAT - MISC,0.139535,Recommend MEAT - MISC to baskets containing PWDR/CRYSTL DRNK MX
SALAD MIX,SALD DRSNG/SNDWCH SPRD,PRODUCE,GROCERY,191561,4198,0.021915,0.278437,0.260228,3.306331,SALAD MIX + SALD DRSNG/SNDWCH SPRD,SALAD MIX,SALD DRSNG/SNDWCH SPRD,0.278437,Recommend SALD DRSNG/SNDWCH SPRD to baskets containing SALAD MIX
FACIAL TISS/DNR NAPKIN,LAUNDRY DETERGENTS,GROCERY,GROCERY,191561,878,0.004583,0.13376,0.113071,3.29983,FACIAL TISS/DNR NAPKIN + LAUNDRY DETERGENTS,FACIAL TISS/DNR NAPKIN,LAUNDRY DETERGENTS,0.13376,Recommend LAUNDRY DETERGENTS to baskets containing FACIAL TISS/DNR NAPKIN
FACIAL TISS/DNR NAPKIN,SOAP - LIQUID & BAR,GROCERY,DRUG GM,191561,620,0.003237,0.094455,0.113056,3.299383,FACIAL TISS/DNR NAPKIN + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,FACIAL TISS/DNR NAPKIN,0.113056,Recommend FACIAL TISS/DNR NAPKIN to baskets containing SOAP - LIQUID & BAR
DRY BN/VEG/POTATO/RICE,DRY NOODLES/PASTA,GROCERY,GROCERY,191561,2930,0.015295,0.23089,0.217731,3.286736,DRY BN/VEG/POTATO/RICE + DRY NOODLES/PASTA,DRY BN/VEG/POTATO/RICE,DRY NOODLES/PASTA,0.23089,Recommend DRY NOODLES/PASTA to baskets containing DRY BN/VEG/POTATO/RICE
DRY BN/VEG/POTATO/RICE,FRUIT - SHELF STABLE,GROCERY,GROCERY,191561,2761,0.014413,0.217573,0.21747,3.282804,DRY BN/VEG/POTATO/RICE + FRUIT - SHELF STABLE,DRY BN/VEG/POTATO/RICE,FRUIT - SHELF STABLE,0.217573,Recommend FRUIT - SHELF STABLE to baskets containing DRY BN/VEG/POTATO/RICE
BATH TISSUES,DISHWASH DETERGENTS,GROCERY,GROCERY,191561,1293,0.00675,0.100341,0.220724,3.281241,BATH TISSUES + DISHWASH DETERGENTS,DISHWASH DETERGENTS,BATH TISSUES,0.220724,Recommend BATH TISSUES to baskets containing DISHWASH DETERGENTS
DINNER MXS:DRY,VEGETABLES - SHELF STABLE,GROCERY,GROCERY,191561,4751,0.024801,0.373565,0.217806,3.280635,DINNER MXS:DRY + VEGETABLES - SHELF STABLE,DINNER MXS:DRY,VEGETABLES - SHELF STABLE,0.373565,Recommend VEGETABLES - SHELF STABLE to baskets containing DINNER MXS:DRY
HOT DOGS,MEAT - MISC,MEAT-PCKGD,MEAT-PCKGD,191561,1460,0.007622,0.138258,0.180715,3.278222,HOT DOGS + MEAT - MISC,MEAT - MISC,HOT DOGS,0.180715,Recommend HOT DOGS to baskets containing MEAT - MISC
HOUSEHOLD CLEANG NEEDS,ORAL HYGIENE PRODUCTS,GROCERY,DRUG GM,191561,842,0.004395,0.123226,0.116831,3.275316,HOUSEHOLD CLEANG NEEDS + ORAL HYGIENE PRODUCTS,HOUSEHOLD CLEANG NEEDS,ORAL HYGIENE PRODUCTS,0.123226,Recommend ORAL HYGIENE PRODUCTS to baskets containing HOUSEHOLD CLEANG NEEDS
BUTTER,ORGANICS FRUIT & VEGETABLES,GROCERY,PRODUCE,191561,422,0.002203,0.087972,0.082005,3.274764,BUTTER + ORGANICS FRUIT & VEGETABLES,BUTTER,ORGANICS FRUIT & VEGETABLES,0.087972,Recommend ORGANICS FRUIT & VEGETABLES to baskets containing BUTTER
BEANS - CANNED GLASS & MW,DRY NOODLES/PASTA,GROCERY,GROCERY,191561,2088,0.0109,0.229779,0.155161,3.270912,BEANS - CANNED GLASS & MW + DRY NOODLES/PASTA,BEANS - CANNED GLASS & MW,DRY NOODLES/PASTA,0.229779,Recommend DRY NOODLES/PASTA to baskets containing BEANS - CANNED GLASS & MW
DRY SAUCES/GRAVY,FRUIT - SHELF STABLE,GROCERY,GROCERY,191561,1332,0.006953,0.216656,0.104915,3.268967,DRY SAUCES/GRAVY + FRUIT - SHELF STABLE,DRY SAUCES/GRAVY,FRUIT - SHELF STABLE,0.216656,Recommend FRUIT - SHELF STABLE to baskets containing DRY SAUCES/GRAVY
CONDIMENTS/SAUCES,SALD DRSNG/SNDWCH SPRD,GROCERY,GROCERY,191561,4715,0.024614,0.274991,0.292276,3.26541,CONDIMENTS/SAUCES + SALD DRSNG/SNDWCH SPRD,SALD DRSNG/SNDWCH SPRD,CONDIMENTS/SAUCES,0.292276,Recommend CONDIMENTS/SAUCES to baskets containing SALD DRSNG/SNDWCH SPRD
DRY BN/VEG/POTATO/RICE,HISPANIC,GROCERY,GROCERY,191561,2932,0.015306,0.231048,0.215414,3.251767,DRY BN/VEG/POTATO/RICE + HISPANIC,DRY BN/VEG/POTATO/RICE,HISPANIC,0.231048,Recommend HISPANIC to baskets containing DRY BN/VEG/POTATO/RICE
DINNER MXS:DRY,DRY NOODLES/PASTA,GROCERY,GROCERY,191561,2902,0.015149,0.228181,0.21565,3.24816,DINNER MXS:DRY + DRY NOODLES/PASTA,DINNER MXS:DRY,DRY NOODLES/PASTA,0.228181,Recommend DRY NOODLES/PASTA to baskets containing DINNER MXS:DRY
ONIONS,VEGETABLES SALAD,PRODUCE,PRODUCE,191561,2678,0.01398,0.176777,0.256317,3.241161,ONIONS + VEGETABLES SALAD,VEGETABLES SALAD,ONIONS,0.256317,Recommend ONIONS to baskets containing VEGETABLES SALAD
HAIR CARE PRODUCTS,LAUNDRY DETERGENTS,DRUG GM,GROCERY,191561,947,0.004944,0.131291,0.121958,3.238916,HAIR CARE PRODUCTS + LAUNDRY DETERGENTS,HAIR CARE PRODUCTS,LAUNDRY DETERGENTS,0.131291,Recommend LAUNDRY DETERGENTS to baskets containing HAIR CARE PRODUCTS
MEAT - SHELF STABLE,PASTA SAUCE,GROCERY,GROCERY,191561,2494,0.013019,0.189284,0.2225,3.234842,MEAT - SHELF STABLE + PASTA SAUCE,PASTA SAUCE,MEAT - SHELF STABLE,0.2225,Recommend MEAT - SHELF STABLE to baskets containing PASTA SAUCE
DINNER SAUSAGE,MEAT - MISC,MEAT-PCKGD,MEAT-PCKGD,191561,1304,0.006807,0.136345,0.161406,3.232865,DINNER SAUSAGE + MEAT - MISC,MEAT - MISC,DINNER SAUSAGE,0.161406,Recommend DINNER SAUSAGE to baskets containing MEAT - MISC
FRZN POTATOES,MEAT - SHELF STABLE,GROCERY,GROCERY,191561,1725,0.009005,0.22158,0.13092,3.221469,FRZN POTATOES + MEAT - SHELF STABLE,FRZN POTATOES,MEAT - SHELF STABLE,0.22158,Recommend MEAT - SHELF STABLE to baskets containing FRZN POTATOES
MEAT - MISC,PORK,MEAT-PCKGD,MEAT,191561,1618,0.008446,0.200272,0.135659,3.216598,MEAT - MISC + PORK,MEAT - MISC,PORK,0.200272,Recommend PORK to baskets containing MEAT - MISC
COLD CEREAL,CONVENIENT BRKFST/WHLSM SNACKS,GROCERY,GROCERY,191561,5439,0.028393,0.223606,0.408211,3.214819,COLD CEREAL + CONVENIENT BRKFST/WHLSM SNACKS,CONVENIENT BRKFST/WHLSM SNACKS,COLD CEREAL,0.408211,Recommend COLD CEREAL to baskets containing CONVENIENT BRKFST/WHLSM SNACKS
PROCESSED,VALUE ADDED FRUIT,PRODUCE,PRODUCE,191561,429,0.002239,0.094556,0.076091,3.212703,PROCESSED + VALUE ADDED FRUIT,PROCESSED,VALUE ADDED FRUIT,0.094556,Recommend VALUE ADDED FRUIT to baskets containing PROCESSED
DRY BN/VEG/POTATO/RICE,MEAT - SHELF STABLE,GROCERY,GROCERY,191561,2794,0.014585,0.220173,0.212052,3.201019,DRY BN/VEG/POTATO/RICE + MEAT - SHELF STABLE,DRY BN/VEG/POTATO/RICE,MEAT - SHELF STABLE,0.220173,Recommend MEAT - SHELF STABLE to baskets containing DRY BN/VEG/POTATO/RICE
BUTTER,SUGARS/SWEETNERS,GROCERY,GROCERY,191561,782,0.004082,0.163019,0.079992,3.194353,BUTTER + SUGARS/SWEETNERS,BUTTER,SUGARS/SWEETNERS,0.163019,Recommend SUGARS/SWEETNERS to baskets containing BUTTER
DRY SAUCES/GRAVY,POTATOES,GROCERY,PRODUCE,191561,1509,0.007877,0.245446,0.102319,3.188081,DRY SAUCES/GRAVY + POTATOES,DRY SAUCES/GRAVY,POTATOES,0.245446,Recommend POTATOES to baskets containing DRY SAUCES/GRAVY
DINNER MXS:DRY,FRZN POTATOES,GROCERY,GROCERY,191561,1645,0.008587,0.129344,0.211304,3.182699,DINNER MXS:DRY + FRZN POTATOES,FRZN POTATOES,DINNER MXS:DRY,0.211304,Recommend DINNER MXS:DRY to baskets containing FRZN POTATOES
BEANS - CANNED GLASS & MW,DINNER MXS:DRY,GROCERY,GROCERY,191561,1917,0.010007,0.210961,0.150731,3.177531,BEANS - CANNED GLASS & MW + DINNER MXS:DRY,BEANS - CANNED GLASS & MW,DINNER MXS:DRY,0.210961,Recommend DINNER MXS:DRY to baskets containing BEANS - CANNED GLASS & MW
PROCESSED,VEGETABLES - ALL OTHERS,PRODUCE,PRODUCE,191561,1195,0.006238,0.26339,0.075176,3.174084,PROCESSED + VEGETABLES - ALL OTHERS,PROCESSED,VEGETABLES - ALL OTHERS,0.26339,Recommend VEGETABLES - ALL OTHERS to baskets containing PROCESSED
HOT CEREAL,PNT BTR/JELLY/JAMS,GROCERY,GROCERY,191561,878,0.004583,0.164204,0.088553,3.172479,HOT CEREAL + PNT BTR/JELLY/JAMS,HOT CEREAL,PNT BTR/JELLY/JAMS,0.164204,Recommend PNT BTR/JELLY/JAMS to baskets containing HOT CEREAL
PEPPERS-ALL,PROCESSED,PRODUCE,PRODUCE,191561,598,0.003122,0.075126,0.131805,3.171951,PEPPERS-ALL + PROCESSED,PROCESSED,PEPPERS-ALL,0.131805,Recommend PEPPERS-ALL to baskets containing PROCESSED
BEANS - CANNED GLASS & MW,PICKLE/RELISH/PKLD VEG,GROCERY,GROCERY,191561,888,0.004636,0.097722,0.150407,3.170686,BEANS - CANNED GLASS & MW + PICKLE/RELISH/PKLD VEG,PICKLE/RELISH/PKLD VEG,BEANS - CANNED GLASS & MW,0.150407,Recommend BEANS - CANNED GLASS & MW to baskets containing PICKLE/RELISH/PKLD VEG
CARROTS,VEGETABLES SALAD,PRODUCE,PRODUCE,191561,1395,0.007282,0.172713,0.133518,3.166635,CARROTS + VEGETABLES SALAD,CARROTS,VEGETABLES SALAD,0.172713,Recommend VEGETABLES SALAD to baskets containing CARROTS
FROZEN MEAT,FROZEN PIZZA,MEAT-PCKGD,GROCERY,191561,2823,0.014737,0.360813,0.129335,3.166614,FROZEN MEAT + FROZEN PIZZA,FROZEN MEAT,FROZEN PIZZA,0.360813,Recommend FROZEN PIZZA to baskets containing FROZEN MEAT
HAIR CARE PRODUCTS,HOUSEHOLD CLEANG NEEDS,DRUG GM,GROCERY,191561,814,0.004249,0.112852,0.119128,3.163764,HAIR CARE PRODUCTS + HOUSEHOLD CLEANG NEEDS,HOUSEHOLD CLEANG NEEDS,HAIR CARE PRODUCTS,0.119128,Recommend HAIR CARE PRODUCTS to baskets containing HOUSEHOLD CLEANG NEEDS
SALAD MIX,TOMATOES,PRODUCE,PRODUCE,191561,3709,0.019362,0.246004,0.248909,3.162522,SALAD MIX + TOMATOES,TOMATOES,SALAD MIX,0.248909,Recommend SALAD MIX to baskets containing TOMATOES
FROZEN MEAT,SEAFOOD - FROZEN,MEAT-PCKGD,SEAFOOD-PCKGD,191561,925,0.004829,0.118226,0.129064,3.159967,FROZEN MEAT + SEAFOOD - FROZEN,SEAFOOD - FROZEN,FROZEN MEAT,0.129064,Recommend FROZEN MEAT to baskets containing SEAFOOD - FROZEN
PASTA SAUCE,SEAFOOD - SHELF STABLE,GROCERY,GROCERY,191561,1390,0.007256,0.124007,0.184693,3.156391,PASTA SAUCE + SEAFOOD - SHELF STABLE,SEAFOOD - SHELF STABLE,PASTA SAUCE,0.184693,Recommend PASTA SAUCE to baskets containing SEAFOOD - SHELF STABLE
